Id,ProjectName,Country,Town,Latitude,Longitude,Scope,Technology,Capacitym3d,Feedwater,Offtaker,Units,Contractdate,Onlinedate,Status,Rawwatersalinity,Powerconsumption,Contractscope,Dealstructure,EstimatedEPCcost,Currency,EPCContractordesal1,EPCContractordesal2,EPCContractordesal3,EPCContractordesal4,EPCContractordesal5
53999,Yanbu (SWCC) MED,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,MED (Multi-effect distillation),68190,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2011,2012,Construction,,,,,,,Doosan,,,,
51142,1st  Industrial City RO  (ICDOC),Saudi Arabia,,,,Desalination Plant,RO (Reverse osmosis),2400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2008,2008,Online,,,,,,,Wetico,,,,
54612,200 Bed Hospital Of Sociological Affair,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2010,2010,Online,,,,,,,AES Corporation,,,,
42173,200 Beds Dawadmi General Hospital,Saudi Arabia,Dawadmi,24.51259963,44.38751221,Desalination Plant,RO (Reverse osmosis),530,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
51217,2nd Industrial City RO   (ICDOC),Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),45460,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2008,2008,Online,,,,,,,Wetico,,,,
52159,500 Bed Hospital-Sakaka,Saudi Arabia,Sak��k��,29.9702778,40.2086111,Desalination Plant,RO (Reverse osmosis),750,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2009,2009,Online,,,,,,,Wetico,,,,
52572,A.H. Al Gosaibi (Pepsi),Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),1440,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51361,Abdulaziz Al Showaier Villa,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2007,Online,,,EPC,,,,Wetico,,,,
51365,Abdullah Fouad,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,EPC,,,,,,,,
52171,Abdullah Sanee,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),2000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),4,2008,2009,Online,,,,,,,Wetico,,,,
52040,Abdulrahman Al Hadar Chemical Factory,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2008,2009,Online,,,,,,,AES Arabia Ltd.,,,,
35703,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),900,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,1996,1997,Online,,,EPC,,740000,USD,GETCO,,,,
35695,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),1500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1998,1999,Online,,,EPC,,,,Wetico,,,,
35706,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,2003,2004,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35702,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),350,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1997,Online,,,EPC,,360000,USD,GETCO,,,,
35710,Abqaiq,Saudi Arabia,Abqaiq,25.9355556,49.6683333,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1997,Online,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35711,Abqaiq,Saudi Arabia,Abqaiq,25.9355556,49.6683333,Desalination Plant,RO (Reverse osmosis),2182,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),4,1996,1998,Online,,,EPC,,2250000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
51610,Abqaiq New Farm,Saudi Arabia,Abqaiq,25.9355556,49.6683333,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),1,2008,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42122,Abu Diyab Indl. Cmplx Water Fact,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),3012,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,1997,1998,Online,,,EPC,,,,AES Arabia Ltd.,,,,
54048,Adnan-1k,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),2000,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),,2011,2011,Online,,,,,,,International Hydro Systems,,,,
35713,AFG,Saudi Arabia,AFG,18.0130556,43.5258333,Desalination Plant,RO (Reverse osmosis),1500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2000,2001,Online,,,EPC,,,,Wetico,,,,
35714,Afif,Saudi Arabia,Afif,23.9166667,42.9333333,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1997,Online,,,EPC,,410000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
51627,Ahsa Industrial City (ICDOC),Saudi Arabia,Al Ahsa,25.30182069,49.48132326,Desalination Plant,RO (Reverse osmosis),1200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2008,2008,Online,,,,,,,Wetico,,,,
51630,AIMCO Project,Saudi Arabia,Al Kharj,24.1483333,47.305,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51632,Air Defence Base,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),2300,Seawater (TDS 20000ppm - 50000ppm),Military,2,2008,2008,Online,,,,,,,Al Khorayef Group,,,,
51677,Al Abniah Precast Plant,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51680,Al Addin Project,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),288,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,,,,,Wetico,,,,
51681,Al Afaliq Co. Main Site,Saudi Arabia,Hofuf,25.3783333,49.5866667,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
52563,Al Ajmi Camp,Saudi Arabia,Shaybah,30.4305556,38.55,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
35720,Al Assah,Saudi Arabia,Al Ahsa,25.30182069,49.48132326,Desalination Plant,RO (Reverse osmosis),1000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,2003,2003,Online,,,EPC,,1010000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35942,Al Badaya,Saudi Arabia,Al Badaya,26.5,38.083333,Desalination Plant,RO (Reverse osmosis),1440,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,EPC,,,,Wetico,,,,
35943,Al Badaya,Saudi Arabia,Al Badaya,26.5,38.083333,Desalination Plant,RO (Reverse osmosis),1440,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,,,,,Wetico,,,,
35722,Al Bahah,Saudi Arabia,Al Bahah,20.0166667,41.4666667,Desalination Plant,RO (Reverse osmosis),150,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2003,2004,Online,,,EPC,,,,Wetico,,,,
52573,Al Bayad Farms,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
35728,Al Birk,Saudi Arabia,Al Birk,18.2172222,41.5363889,Desalination Plant,RO (Reverse osmosis),2200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2000,2001,Online,,,EPC,,2860000,USD,Al Kawther Industries Ltd.,,,,
35732,Al Bukariyah,Saudi Arabia,Al Bukariyah,26.1505556,43.66,Desalination Plant,RO (Reverse osmosis),36000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),4,1985,1989,Online,,,EPC,,28340000,USD,Siemens Water Technologies,VA TECHNOLOGIES,,,
42177,Al Bustan Compound,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),500,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,,,AES Arabia Ltd.,,,,
51684,Al Bustan Compound WTP,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),2400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
52147,Al Dahry Group,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,Wetico,,,,
50458,Al Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),1500,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2006,2007,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
50468,Al Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),1200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2006,2007,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42282,Al Essay Residence,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),110,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2003,2004,Online,0,,EPC,,,,AES Arabia Ltd.,,,,
50478,Al Faisal University, Riyadh,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),504,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2006,2006,Online,,,,,,,Wetico,,,,
51690,Al Fanar Housing,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,Wetico,,,,
52154,Al Ghaamdi Farm,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),600,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,Wetico,,,,
52562,Al Ghadeer Ice Factory,Saudi Arabia,Qatif,26.52,50.0247222,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42264,Al Gosaibi Complex,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),152,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1999,2000,Online,,,EPC,,,,AES Arabia Ltd.,,,,
51693,Al Gosaibi Hotel,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),320,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
52574,Al Hadara School,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
35751,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),700,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,1997,1999,Online,,,EPC,,730000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35944,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),350,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,80000,USD,Al Kawther Industries Ltd.,,,,
42127,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),2640,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),2,2000,2001,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42117,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),3600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,2000,2001,Online,,,EPC,,,,AES Arabia Ltd.,,,,
35748,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1998,1998,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35753,Al Hasu,Saudi Arabia,Al Hasu,24.543611,39.539722,Desalination Plant,RO (Reverse osmosis),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2003,2004,Online,,,EPC,,,,Wetico,,,,
42174,Al Hokair Land,Saudi Arabia,Saudi Arabia ,24.046464,44.67480496,Desalination Plant,RO (Reverse osmosis),504,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,2001,2002,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42234,Al Hokair Shopping Mall,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),202,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,2004,2005,Online,,,EPC,,,,AES Arabia Ltd.,,,,
35945,Al Hota,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),20000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,EPC,,,,Wetico,,,,
52570,Al Hugayet,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51694,Al Jella Farms WTP,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2007,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
35946,Al Jouf,Saudi Arabia,Al Jouf,29.5,38.75,Desalination Plant,RO (Reverse osmosis),720,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2000,2001,Online,,,EPC,,,,Wetico,,,,
54652,Al Jouf Group-11 - 100 Bed Psychology Health Hospital,Saudi Arabia,Al Jouf,29.5,38.75,Desalination Plant,RO (Reverse osmosis),260,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),,2010,2011,Online,,,,,,,Wetico,,,,
36535,Al Juaimah,Saudi Arabia,Al Ju'aymah,26.898333,50.000833,Desalination Plant,RO (Reverse osmosis),216,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1999,2000,Online,,,EPC,,,,Wetico,,,,
35670,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),2160,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1997,1997,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42961,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),100000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2001,2003,Online,,,EPC,,,,Black & Veatch,,,,
35791,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),2160,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),3,1995,1996,Online,,,EPC,,2210000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
41663,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),14000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,1995,1997,Online,,,EPC,,,,Mitsui & Co.,,,,
36537,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),7000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,2005,2005,Online,,,EPC,,150000,USD,GETCO,,,,
3311,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),235000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1983,1985,Online,46500,,EPC,,346750016,USD,Ishikawajima-Harima Heavy Industries Co., Ltd. (IHI),,,,
35800,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),24240,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1999,2000,Online,,,EPC,,,,Preussag Wassertechnik,,,,
41620,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),136830,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),6,1981,1982,Online,,,EPC,,,,Mitsubishi Company,Sasakura Engineering Co., Ltd ,,,
36538,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),2500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2004,2005,Online,,,EPC,,,,Wetico,,,,
35772,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),90909,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),15,1992,1997,Online,46000,,EPC,,138000000,USD,Preussag Saudi Arabia Ltd,,,,
35769,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),38400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,1980,1982,Online,,,EPC,,61130000,USD,Mitsui & Co.,,,,
42277,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),140,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2000,2001,Online,,,EPC,,,,AES Arabia Ltd.,,,,
41622,Al Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),474000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),20,1979,1983,Online,45320,,EPC,,1800000000,USD,Sasakura Engineering Co., Ltd ,,,,
42004,Al Jubail 2,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,MSF (Multi-stage flash),279000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),10,1979,1983,Online,,,EPC,,230000000,USD,Hitachi Zosen Corporation,,,,
52082,Al Kab Bottling Factory,Saudi Arabia,Al Qassim,25.69103802,42.84832765,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2009,2009,Online,,,,,,,AES Arabia Ltd.,,,,
41638,Al Khafji,Saudi Arabia,Al Khafji,28.4130556,48.4841667,Desalination Plant,MSF (Multi-stage flash),4800,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1997,1999,Online,,,,,,,Mitsui & Co.,,,,
